Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sem,Sexo,Apr
Ingeniería Civil de Minas,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,95.0,0.0,0.0,3,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4,1.0,2.0,0,0
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Informática,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,2.0,0,0
Ingeniería Civil Eléctrica,3.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4.0,4,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,71.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,78.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,4,0.0,4.0,4.0,4,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,0.0,1.0,0.0,76.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,3.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,4,1.0,2.0,0,0
Ingeniería Civil Eléctrica,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,4,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,62.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Química,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,77.0,0.0,0.0,12,1.0,2.0,0,1
Ingeniería Civil Química,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,95.0,0.0,0.0,12,1.0,2.0,1,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,94.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,4.0,1.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,18.0,0.0,0.0,4,1.0,2.0,0,0
Ingeniería Civil Eléctrica,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0,0.0,0.0,0.0,4,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,2.0,1,0
Ingeniería Civil Eléctrica,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2,4.0,3.0,4.0,1,4.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,62.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,72.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,78.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,94.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,3.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,78.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,90.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,3.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3,0.0,4.0,0.0,4,4.0,4.0,2.0,0.0,3.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,71.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Química,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,70.0,0.0,0.0,12,1.0,2.0,0,1
Ingeniería Civil Eléctrica,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,2.0,0,0
Ingeniería Civil Eléctrica,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,4.0,4,4.0,4.0,1.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4.0,3.0,4.0,4,4.0,4.0,3.0,4.0,0.0,3.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,75.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,96.0,0.0,0.0,4,1.0,2.0,1,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4,4.0,4.0,0.0,4,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,81.0,0.0,0.0,4,1.0,2.0,0,1
Ingeniería Civil Química,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,94.0,0.0,0.0,12,1.0,2.0,0,1
Ingeniería Civil Informática,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,0.0,4,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,91.0,0.0,0.0,7,1.0,2.0,0,1
Ingeniería Civil Mecánica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4,4.0,0.0,4.0,4,4.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,1.0,4.0,85.0,0.0,0.0,9,1.0,2.0,0,1
Lic. en Física,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Plan Común,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.0,2.0,0,0
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,87.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Eléctrica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,91.0,0.0,0.0,4,1.0,2.0,0,1
Lic. en Física,3.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,70.0,0.0,0.0,18,1.0,2.0,1,1
Ingeniería Civil de Minas,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,2.0,0,0
Lic. en Física,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,77.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil de Minas,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,74.0,0.0,0.0,3,1.0,2.0,1,1
Lic. en Física,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,93.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,86.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,87.0,0.0,0.0,11,1.0,2.0,1,1
Ingeniería Civil de Minas,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,78.0,0.0,0.0,3,1.0,2.0,0,1
Ingeniería Civil de Minas,3.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.0,0.0,4.0,4,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,43.0,0.0,0.0,3,1.0,2.0,0,0
Lic. en Física,1.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,64.0,0.0,0.0,18,1.0,2.0,1,1
Ingeniería Civil de Minas,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.0,4.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,94.0,0.0,0.0,3,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4,0.0,0.0,4.0,4,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,85.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,89.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,93.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,94.0,0.0,0.0,11,1.0,2.0,0,1
Lic. en Física,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,90.0,0.0,0.0,11,1.0,2.0,0,1
Lic. en Física,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,78.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil de Minas,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,4,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,68.0,0.0,0.0,3,1.0,2.0,0,1
Ingeniería Civil Química,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,0.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,74.0,0.0,0.0,12,1.0,2.0,1,1
Lic. en Física,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,73.0,0.0,0.0,18,1.0,2.0,0,1
Lic. en Física,3.0,1.0,3.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,67.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,92.0,0.0,0.0,11,1.0,2.0,1,1
Lic. en Física,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4,0.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,91.0,0.0,0.0,18,1.0,2.0,0,1
Ingeniería Civil Plan Común,3.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,78.0,0.0,0.0,11,1.0,2.0,0,1
Ingeniería Civil Mecánica,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,88.0,0.0,0.0,9,1.0,2.0,0,1
Ingeniería Civil Plan Común,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,88.0,0.0,0.0,11,1.0,2.0,1,1
